2015-04-01 11:21:31, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[34]------ ============处理前台请求开始=============== 
2015-04-01 11:21:31, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-04-01 11:21:31, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://127.0.0.1/wrt/api.php/Union&bizType=000201&certId=69361354008&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=898111457340127&orderDesc=订单描述&orderId=2015031854985355&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20150401112131&txnType=01&version=5.0.0 
2015-04-01 11:21:31, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >9bc16c89deee75d62ca7d9b8661f183166a7614f 
2015-04-01 11:21:31, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >qcgb01/OMk3K0moYcV4OsL63JERg4Mc9yqMcwJ5fd6hPWa6waWh1rSbxx9fBNgIvl0+y+76ERUdidaHM0EtgItWTDlphaHFnTv2we+djzC410+PRrUo7ZbkXzup2PFxIGyXPOsyaSgUkXiOwAJqgezP37laMBXTMfTuZEM68agydY/IUvplJrMZhoJWbPDmAvHIRVD3YeDnotW8Yrh+xl73O3qA0Q+vL9ymauHt8Vqx8V9gJYD1rRe9h5UV8Vwwu2lafjr7Z7QKEzmDnyL4V0RcFOeK0fxxfAlKLWz773/ElhFZXbtxF3T6JRL0A5kA+g8EwSeSRJ6vcn8MytKDKOQ== 
2015-04-01 11:21:31, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[38]------ =====签名报文结束====== 
2015-04-01 11:21:31, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[81]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2015-04-01 11:21:31, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[84]------ 后台返回结果为>txnType=01&respCode=11&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&currencyCode=156&channelType=08&orderDesc=订单描述&merId=898111457340127&txnSubType=01&txnAmt=100&version=5.0.0&signMethod=01&backUrl=http://127.0.0.1/wrt/api.php/Union&certId=3474813271258769001041842579301293446&encoding=utf-8&respMsg=[9100004]Signature verification failed&bizType=000201&signature=LbGpnSjjgeqTPpC/26J9lIHkKg1E5r6oNh+PyDoX48LoygNPmcLPV95TmQ6KQV4soaetR94E0SUPIM/hMVzq4Ag0K4sWLU8rASHxbQM3g6Fd46KGUUTcmCXzaEJxiFPVhb8kkt6zvsZ+a7prm+isNc2hvsWdwSk2U9JpXmnnTE5rDNfz7M/SjsafETDSTKgsGgeIVILDEQrXTExDIQgLGNPsVTeyrod3NRyDGLM1F5ZgAeBa7YHr+0Cm7dmNm1pv3uF8kwvIqmsg6GkJy2e+dYex7LynL9kGpPhCtZqAtkzN7mx8j1LVYvvqc3eeAnfSXCDbhQrsrpSUIagqIuM7uw==&orderId=2015031854985355&txnTime=20150401112131&accessType=0 
2015-04-01 11:27:13, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[34]------ ============处理前台请求开始=============== 
2015-04-01 11:27:13, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-04-01 11:27:13, INFO, 183.13.157.34, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://master.huishare.com/api.php/Union&bizType=000201&certId=69361354008&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://127.0.0.1/unionpay/utf8/FrontReceive.php&merId=898111457340127&orderDesc=订单描述&orderId=2015031854985355&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20150401112713&txnType=01&version=5.0.0 
