2015-03-28 9:06:03, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[34]------ ============处理前台请求开始=============== 
2015-03-28 9:06:03, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-03-28 9:06:03, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://master.huishare.com/api.php?s=Union&bizType=000201&certId=124876885185794726986301355951670452718&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=777290058111477&orderDesc=订单描述&orderId=2015032856521029&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20150328090603&txnType=01&version=5.0.0 
2015-03-28 9:06:03, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >1cc07ba92295ebe5aa3c673b54d1ceec0adb23a7 
2015-03-28 9:06:03, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >oAitxxM8Nj6zxcWqcw60uuWHfH52vT8a88TmFmrDd6DStqtLdcLVdBFTRHHxM8QMVpnrR8raeUFTW/jVk6Vx8XGEvKkwp3Bo0EdnduEKoMyg8ZJ3CF29FhKyE0O8hU25Kt4rWxcHNqtToOcPsv7C1x0pdT6SKEILq7a+GBsdY4E= 
2015-03-28 9:06:03, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[38]------ =====签名报文结束====== 
2015-03-28 9:06:03, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[80]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2015-03-28 9:06:03, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[83]------ 后台返回结果为>accessType=0&bizType=000201&certId=3474813271258769001041842579301293446&encoding=utf-8&merId=777290058111477&orderId=2015032856521029&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201503280906030692848&txnSubType=01&txnTime=20150328090603&txnType=01&version=5.0.0&signature=putBJxyWUaTbun+0F3v4uf9X7IO/GDEV8WXZyA2umwH8FQ0vQH4ODVvUIzWr/r9ZDIzxEif0HPhqZbNusquXMu/+J4qv7+GOJBz/vt46ozHaUjjGIWhvR1vAam00Exn7PS10crkRongzM0t/5YH/RSDHcpSF01vtJvhYl7Lhs+QNQlfy5yoMWiQ3inTT0Pd9uK+Nevmmssy0og1inQDXXZ4B2pOQt0xRvtYbP7uOm+f75oBV9c79KdgZ2F7lc4dh9aFUFhZfGZJqV0Cr1Zs9jBtwosTOvYUvZTdAwy+7rHkZ8TZx99VfobHR0+2yq5srckrpeXKJY1mk2DKROx70fg== 
2015-03-28 9:09:40, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[34]------ ============处理前台请求开始=============== 
2015-03-28 9:09:40, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-03-28 9:09:40, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://master.huishare.com/api.php?s=Union&bizType=000201&certId=124876885185794726986301355951670452718&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=777290058111477&orderDesc=订单描述&orderId=2015032848495749&signMethod=01&txnAmt=0&txnSubType=01&txnTime=20150328090940&txnType=01&version=5.0.0 
2015-03-28 9:09:40, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >9076068d108a9fc84c0e4668a5ea4b187fbd0fe4 
2015-03-28 9:09:40, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >gtf/Tt3QmEw9YY+WIo0L+KLqxIlS2sGJzBenZRJGtmXBzQP/d+qo4pZd/Q9siC5tsSUI/dNBoDSd4EG56j10R5+oJOhLqM0fa/Z7+2+yP+n6V1pEzp8nRW9aYXaspqPrNEXf7ECjUY4UW4ad3UKniKIMncVpglM7IkI0+djcMKI= 
2015-03-28 9:09:40, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[38]------ =====签名报文结束====== 
2015-03-28 9:09:40, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[80]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2015-03-28 9:09:40, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[83]------ 后台返回结果为>accessType=0&bizType=000201&certId=3474813271258769001041842579301293446&encoding=utf-8&merId=777290058111477&orderId=2015032848495749&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201503280909400692868&txnSubType=01&txnTime=20150328090940&txnType=01&version=5.0.0&signature=LIVQhqb34isdyoMWF1QCG8qAW9Vldi7woeY9rix3qggHuGFIeN9IojTw4jHbAtxiqBaFNGdfyGw8IDVAdDfiKlhx0lcvOy7gLmzJmL5OjLkHuLILDRHf79mb2Tb6uSEpplUjhEFoeUizSA/vnGpRkESZmJ5UuPsF6AERbYMW6Uz8xUoE1eZCfJK/bIQF0o7TSl8stjxy0aMkzHlTXOxioAHFg63QutKASJgHKa8bAya6qwCS5fUkN3OcvGshZ1xHIFLKrEgztzpV+slnhEgX3zgh8V1PBGkf85EJZkkr0Bj9ACSpgcG8i6XYW+t9EnxvTMNYyXd9dsUQiauq7h1SKw== 
2015-03-28 9:12:09, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[34]------ ============处理前台请求开始=============== 
2015-03-28 9:12:09, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-03-28 9:12:09, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://master.huishare.com/api.php?s=Union&bizType=000201&certId=124876885185794726986301355951670452718&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=777290058111477&orderDesc=订单描述&orderId=2015032854100559&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20150328091209&txnType=01&version=5.0.0 
2015-03-28 9:12:09, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >686bdbe7b1435a8d6bc014dbf5fb8d491a3e62bc 
2015-03-28 9:12:09, INFO, 113.110.235.254, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >RCf+2jwkIG/fqdUTas1hSh8oG9z2AFTEGFQtXOJ9XjJF3sZ+1Ww/S7RRyDMzfxgXU7YFu3x7vBt8lGtFmXvxc+EVpTS6jMyPkBTqg931QlqyAL7vlu84XOvW4ojqAHyJMgyWQmrwV0/UV3H5Z0dlxtuvxKTrLsNpupv/sGaZD+A= 
