2015-03-26 8:42:09, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[30]------ ============处理前台请求开始=============== 
2015-03-26 8:42:09, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-03-26 8:42:09, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://114.82.43.123/unionpay/utf8/gbk/BackReceive.php&bizType=000201&certId=124876885185794726986301355951670452718&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=777290058111477&orderDesc=订单描述&orderId=2015031854985355&reqReserved= 透传信息&signMethod=01&txnAmt=1&txnSubType=01&txnTime=20150326084209&txnType=01&version=5.0.0 
2015-03-26 8:42:09, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >ba9ccc02281c45cb519cd0c98947cc58286d7bbe 
2015-03-26 8:42:09, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >FUJotwPt8Xh/Fgyg9YOHd6BuixtgNgDoG7XCKMNGA8rE5P07CoysPwDtUbuaV1h/O6SCYN40bFpD/DPWCD0nKZ74RZuLZ/W5ZcLTcRYaFSZt4k3WakoIqJwTxHr4oEMXZPy8OYBSzPinN/2gpDZRs3t6jmk+Kb7j5g6xjk5ZWD4= 
2015-03-26 8:42:09, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[38]------ =====签名报文结束====== 
2015-03-26 8:42:09, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[58]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2015-03-26 8:42:09, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[61]------ 后台返回结果为>accessType=0&bizType=000201&certId=3474813271258769001041842579301293446&encoding=utf-8&merId=777290058111477&orderId=2015031854985355&reqReserved= 透传信息&respCode=03&respMsg=交易通讯超时，请发起查询交易[6100083]&signMethod=01&txnSubType=01&txnTime=20150326084209&txnType=01&version=5.0.0&signature=eArmnPGcX396KYGAX51/TAVpc8NWLjgQGdNFmS3Xf+PPGBiIRX0DhhzSpl9QBu9vQqejD187BTZP8looQxMoUngToZGA9hjpSpoqXkhOPtV0BexPGjWfI1gS9yRCw76njiBEiCJAGdTsxZKgtSCoPoM+JybruQ1UvBqebzNdiU6iLPRgMCK0hoyeO25x6JXSASNIPgwc/J3e7PdoettsRE+LmP2Fp3nXvUTZC2I8Z0xbTKnfw3db2SyoBmHtVDjTfTHYa6Yy+GPDeJWyNeyvPeyfZZsKULNdJNL8iiBlxQ4gUxnvjEQ14Uyo49Z/E9Pq1Wloh1qimKnmhdm04gWKwQ== 
2015-03-26 8:53:02, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[31]------ ============处理前台请求开始=============== 
2015-03-26 8:53:02, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-03-26 8:53:02, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://114.82.43.123/unionpay/utf8/gbk/BackReceive.php&bizType=000201&certId=124876885185794726986301355951670452718&channelType=08&currencyCode=156&encoding=UTF-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=777290058111477&orderDesc=订单描述&orderId=2015031854985355&reqReserved= 透传信息&signMethod=01&txnAmt=1&txnSubType=01&txnTime=20150326085302&txnType=01&version=5.0.0 
2015-03-26 8:53:02, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >10923ca5a9c22fe72e70e52451eca98cf9dbd128 
2015-03-26 8:53:02, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >lMh+N9CriYQS7LehrJ8FtSSI+0gdSz0ef1L4afrVFnBoL1Qo41OcHcLS7avhvhhMpo928BlBDy4Ih1hrgxhhb0XslKfBmFOLTwImdqkHGut7LhvwAyyUCEc6r9ZtLe9WJBDftt0iHF82Aut5RnhmM7Kn1//zIemB7EAUAWm0Mig= 
2015-03-26 8:53:02, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[38]------ =====签名报文结束====== 
2015-03-26 8:53:02, INFO, 183.12.246.88, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[59]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
