2015-04-03 8:55:29, INFO, 218.18.117.137, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[44]------ ============处理前台请求开始=============== 
2015-04-03 8:55:29, INFO, 218.18.117.137, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-04-03 8:55:29, INFO, 218.18.117.137, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://master.huishare.com/api.php?s=Union&bizType=000201&certId=69361354008&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://127.0.0.1/unionpay/utf8/FrontReceive.php&merId=898111457340127&orderDesc=生活服务订单&orderId=2015040310154981&signMethod=01&txnAmt=2000&txnSubType=01&txnTime=20150403085529&txnType=01&version=5.0.0 
2015-04-03 8:55:29, INFO, 218.18.117.137, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >ca32a729b220115124154a95be7860cc8b1b4c36 
2015-04-03 8:55:29, INFO, 218.18.117.137, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >pO7+gRIez7Ybr7t2UejOEJ0MBHxq7nu8Xrgc6Tw+qzLom1fdnjFicE35c5tZgav+2Xt4g2qr6oEwHfeAmZZGcvGzDgwuLeYIlpDJNOSdEd/6CPp514lUoklex99cViOggFW2XIdh1sT/etUPf5E4hhDMOENpvT53a3xt5GVpO/bdJMaSAgIw4fpMzPInWeSBqcckSGCxGhRq/127zQgZgXmg5/iWJg84PH7msbhpL3P6c3xBPf480rjxLGWHPHWy002OUFqH+A1Q5tjx0HJfKZnRz2cGrybuU4lhreYJpz/bf9k1VrIfsze+r7Rdm/PF41aMXXLYDzR6Iblh8dZ2lw== 
2015-04-03 8:55:29, INFO, 218.18.117.137, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[38]------ =====签名报文结束====== 
2015-04-03 8:55:29, INFO, 218.18.117.137, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[92]------ 后台请求地址为>https://gateway.95516.com/gateway/api/appTransReq.do 
2015-04-03 8:55:30, INFO, 218.18.117.137, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[95]------ 后台返回结果为>accessType=0&bizType=000201&certId=21267647932558653966460913033289351200&encoding=utf-8&merId=898111457340127&orderId=2015040310154981&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201504030855299738428&txnSubType=01&txnTime=20150403085529&txnType=01&version=5.0.0&signature=Bh7vsqgx1Cgbvq1rQnb/buMTIbZegJ65lEspvFUp5L8EEhHe7AWBFcdd6CB6EOPP6jvWCGMVqDz5brdclQ+Hz+90zTlVRIRLTgNbGycVWOzcDutehnxfrCSOF0NJkh7OIbzg0b08yl8UGRsxAE6rYYM0o8gn06Hx3eyDTSHy3+KkADQ8MBDO1TcBgEIP1dQSCm2IvqOX3fcTcdKQa3S1XuaoCOwX8r4JbmpF2vHhHmpNNZWgnwwxRgcL2/REnJ15s+H2MuQHrQZ8TPpC3fvWrgspekRZTm1qZdklv4cwYIoI+8b79PNa+wGbUQX4gWqNqPMrrYGw+ozlVI/LhOuv6g== 
2015-04-03 11:49:39, INFO, 183.60.70.29, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[44]------ ============处理前台请求开始=============== 
2015-04-03 11:49:39, INFO, 183.60.70.29, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-04-03 11:49:39, INFO, 183.60.70.29, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://master.huishare.com/api.php?s=Union&bizType=000201&certId=69361354008&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://127.0.0.1/unionpay/utf8/FrontReceive.php&merId=898111457340127&orderDesc=生活服务订单&orderId=2015031854985355&signMethod=01&txnAmt=0&txnSubType=01&txnTime=20150403114939&txnType=01&version=5.0.0 
