2015-03-27 9:03:57, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[31]------ ============处理前台请求开始=============== 
2015-03-27 9:03:57, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-03-27 9:03:57, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://114.82.43.123/unionpay/utf8/gbk/BackReceive.php&bizType=000201&certId=124876885185794726986301355951670452718&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=777290058111477&orderDesc=订单描述&orderId=20150327090357&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20150327090357&txnType=01&version=5.0.0 
2015-03-27 9:03:57, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >dba5814169663a69e1f31713468b1a71cc2066d7 
2015-03-27 9:03:57, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >WI4GGboAYMnH9lb0i2uEiY/Z2KhAf6hU0TRAOV7roL7cPabIwjo/joRxS9RTDAiEMAW3eSr4B3gJ9LUMZJ5Ov1jPHGRzNZepmqixQHJ9pyhbs8UA854r+FNOaLG3mlcCit1xj1p8dEgq0WAiqwG4hXVzUw/T86fkNrLSlswcnhg= 
2015-03-27 9:03:57, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[38]------ =====签名报文结束====== 
2015-03-27 9:03:57, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[77]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2015-03-27 9:03:58, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[80]------ 后台返回结果为>accessType=0&bizType=000201&certId=3474813271258769001041842579301293446&encoding=utf-8&merId=777290058111477&orderId=20150327090357&respCode=03&respMsg=交易通讯超时，请发起查询交易[6100083]&signMethod=01&txnSubType=01&txnTime=20150327090357&txnType=01&version=5.0.0&signature=kgTMFtj5zjMSJfnTA85XOiURR143viiUYi+WpBW3ZiBkQIgyTb9RFbnd1rQtrgTeuMeD5ggl3lRd7Rxi3JC0sfYdSoEeyKGq5m5SEs/951hoKZBXrt22wczGXulVML3p9RxssH52yJYgsJpPLCuBIrfgIDw8fNl0dlesE17godMmbS/jDkwp5xKa00ogMTtEpxVEv0hzMCh6HAN1+1kinB7Qd/TmZmkS+8eUX0OS+b14RO0h/oMsn63IquE1VEHjKR/IiF0I00IlqihDqy7Z6/P5XoFG6pUDv9WDnGXg3p5WdqfA/l9b2OaUaUoYi8OXLNC8wT6jNc6gcOJe/MMvbA== 
2015-03-27 9:04:50, INFO, 113.110.234.189, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[31]------ ============处理前台请求开始=============== 
2015-03-27 9:04:50, INFO, 113.110.234.189, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-03-27 9:04:50, INFO, 113.110.234.189, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://114.82.43.123/unionpay/utf8/gbk/BackReceive.php&bizType=000201&certId=124876885185794726986301355951670452718&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=777290058111477&orderDesc=订单描述&orderId=20150327090450&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20150327090450&txnType=01&version=5.0.0 
2015-03-27 9:04:50, INFO, 113.110.234.189, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >f35467939a087d7ee835da64dc23e3da160778d1 
2015-03-27 9:04:50, INFO, 113.110.234.189, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >IUCToTxq/PjBCY+RW6cNvrgYmC8Nx/QyAKZSJNs2Mhty7+KVXK8k6vZf8l6HbzhJ67xT9detn6o+bkAVAQ/xT/NHQbPX0SMR506uCxf0K9Eb5VuHnmUz4XDnpeZJDKLoHvQPhg7qE5D4x0O6vwEqlw8Th40lWCZRkeHNO0jV7eo= 
2015-03-27 9:04:50, INFO, 113.110.234.189, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[38]------ =====签名报文结束====== 
2015-03-27 9:04:50, INFO, 113.110.234.189, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[77]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2015-03-27 9:04:50, INFO, 113.110.234.189, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[80]------ 后台返回结果为>accessType=0&bizType=000201&certId=3474813271258769001041842579301293446&encoding=utf-8&merId=777290058111477&orderId=20150327090450&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201503270904500662368&txnSubType=01&txnTime=20150327090450&txnType=01&version=5.0.0&signature=s2v76E6/ugHuD0/iAaXZ7EGptuAzZczg3cpfB5zG1MUJyMj6m+OpuUHzU6ruxCWP3F8xM7w2r+Fbikx3RM2zWhd74Q49SJSQrkvs696UiRXWxs4BKLdgXd4SB9WT57l/r0Vp/xYP03ozpZ8c3EOS0/jGwQfRJkmCHpmtnHmBT1vY1oQ/cBOenmmoQugO3mAD972299lT04vBil6Ph6TKl9SqEIicqCUsbS8gQ6wDGZ0jvn+7DFRqhORzloleEuHIrxuafYKqOCTCIBxnA59TG2Doo6jm11QZsQyPHQs4U5zxntnbbNCYZamIIs1HBryB+yLb08Y8opRTSA0og7lXXQ== 
2015-03-27 9:06:56, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[31]------ ============处理前台请求开始=============== 
2015-03-27 9:06:56, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-03-27 9:06:56, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://114.82.43.123/unionpay/utf8/gbk/BackReceive.php&bizType=000201&certId=124876885185794726986301355951670452718&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=777290058111477&orderDesc=订单描述&orderId=20150327090656&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20150327090656&txnType=01&version=5.0.0 
2015-03-27 9:06:56, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >238ebd9e8ab730ecfb58b62b768c2cb77f7b5330 
2015-03-27 9:06:56, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[33]------ 签名串为 >kSmUqaFPOIcZBrfMvZnpfWsBG2S+oGZ51qh2xjSLsPfqSVqZUzBhlDSIlVEvKBRp4SZwfzxe2nEdOrhPH9rJokz8LdqUio095so/5xKm/A+8TebNqNYjDkhpm9kF/IdU6tYQnZbWR52eYWIBpLTfMyyLnqL+zZ+hZDDOVHoDBYs= 
2015-03-27 9:06:56, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[38]------ =====签名报文结束====== 
2015-03-27 9:06:56, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[77]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2015-03-27 9:06:56, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[80]------ 后台返回结果为>accessType=0&bizType=000201&certId=3474813271258769001041842579301293446&encoding=utf-8&merId=777290058111477&orderId=20150327090656&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201503270906560662408&txnSubType=01&txnTime=20150327090656&txnType=01&version=5.0.0&signature=gYqtlfQFaL351ep/4h8XOJUnqUVjSdpfy2cejQb8oKshTszA6P9yO7XCcqc5yiH8PYHpnHD4f9OfRPu1wV476wuioYatc+HmXRnRHDNPUhoRQvWqTBRZaLToSVCG1wm94ve314wQ9PGn7yffss/FnkaoytiXtpuLef6K9X/wm+SL4QwjU7dBHDZJTkQdgK6FKTZx4nUczI6t+5TW1161Kb0qKdBZJ/MVtC2G+fBLVR+FBrQvGTpdpBJlZrMhro2u42t6DaoLlz/fT+KrpJPqj8i29B0wXH26XX/WZlTSr0GqIjTmPfEnOgOVUxVzp/dsBICqvN9H+bKRBtJu+hqO7Q== 
2015-03-27 9:10:38, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/gettn.php ], Line[31]------ ============处理前台请求开始=============== 
2015-03-27 9:10:38, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[16]------ =====签名报文开始====== 
2015-03-27 9:10:38, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://114.82.43.123/unionpay/utf8/gbk/BackReceive.php&bizType=000201&certId=124876885185794726986301355951670452718&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://localhost:8085/unionpay/utf8/gbk/FrontReceive.php&merId=777290058111477&orderDesc=订单描述&orderId=20150327091038&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20150327091038&txnType=01&version=5.0.0 
2015-03-27 9:10:38, INFO, 219.133.154.181, File[ /alidata/www/default/unionpay/utf8/func/secureUtil.php ], Line[25]------ 摘要sha1x16 >183ff44481136ab73fb480ef88c9250e44455140 
